"Título do Desenho: controle 1"
"#","Data Hora, GMT-02:00","Temp., °C (LGR S/N: 20055113, SEN S/N: 20055113)","Intensidade, lum/ft² (LGR S/N: 20055113, SEN S/N: 20055113)","Fim Do Ficheiro (LGR S/N: 20055113)"
1,11/22/22 08h0min0s,28.655,368.0,
2,11/22/22 08h1min0s,28.555,320.0,
3,11/22/22 08h2min0s,28.555,352.0,
4,11/22/22 08h3min0s,28.456,304.0,
5,11/22/22 08h4min0s,28.357,288.0,
6,11/22/22 08h5min0s,28.357,272.0,
7,11/22/22 08h6min0s,28.258,208.0,
8,11/22/22 08h7min0s,28.159,272.0,
9,11/22/22 08h8min0s,28.060,200.0,
10,11/22/22 08h9min0s,28.060,216.0,
11,11/22/22 08h10min0s,28.159,768.0,
12,11/22/22 08h11min0s,28.357,896.0,
13,11/22/22 08h12min0s,28.456,1152.0,
14,11/22/22 08h13min0s,28.456,672.0,
15,11/22/22 08h14min0s,28.456,272.0,
16,11/22/22 08h15min0s,27.961,496.0,
17,11/22/22 08h16min0s,27.370,576.0,
18,11/22/22 08h17min0s,27.075,464.0,
19,11/22/22 08h18min0s,26.781,352.0,
20,11/22/22 08h19min0s,26.683,704.0,
21,11/22/22 08h20min0s,26.585,496.0,
22,11/22/22 08h21min0s,26.488,576.0,
23,11/22/22 08h22min0s,26.488,464.0,
24,11/22/22 08h23min0s,26.390,608.0,
25,11/22/22 08h24min0s,26.488,416.0,
26,11/22/22 08h25min0s,26.390,512.0,
27,11/22/22 08h26min0s,26.390,480.0,
28,11/22/22 08h27min0s,26.390,448.0,
29,11/22/22 08h28min0s,26.390,480.0,
30,11/22/22 08h29min0s,26.390,512.0,
31,11/22/22 08h30min0s,26.390,464.0,
32,11/22/22 08h31min0s,26.390,432.0,
33,11/22/22 08h32min0s,26.390,464.0,
34,11/22/22 08h33min0s,26.390,576.0,
35,11/22/22 08h34min0s,26.488,3072.0,
36,11/22/22 08h35min0s,26.488,496.0,
37,11/22/22 08h36min0s,26.488,576.0,
38,11/22/22 08h37min0s,26.488,480.0,
39,11/22/22 08h38min0s,26.488,608.0,
40,11/22/22 08h39min0s,26.488,576.0,
41,11/22/22 08h40min0s,26.488,672.0,
42,11/22/22 08h41min0s,26.488,1984.0,
43,11/22/22 08h42min0s,26.585,512.0,
44,11/22/22 08h43min0s,26.488,608.0,
45,11/22/22 08h44min0s,26.488,608.0,
46,11/22/22 08h45min0s,26.488,704.0,
47,11/22/22 08h46min0s,26.488,704.0,
48,11/22/22 08h47min0s,26.488,864.0,
49,11/22/22 08h48min0s,26.488,864.0,
50,11/22/22 08h49min0s,26.488,800.0,
51,11/22/22 08h50min0s,26.488,1152.0,
52,11/22/22 08h51min0s,26.488,1152.0,
53,11/22/22 08h52min0s,26.585,1216.0,
54,11/22/22 08h53min0s,26.585,1024.0,
55,11/22/22 08h54min0s,26.585,1344.0,
56,11/22/22 08h55min0s,26.683,1664.0,
57,11/22/22 08h56min0s,26.683,1280.0,
58,11/22/22 08h57min0s,26.683,1280.0,
59,11/22/22 08h58min0s,26.683,1216.0,
60,11/22/22 08h59min0s,26.683,1664.0,
61,11/22/22 09h0min0s,26.683,480.0,
62,11/22/22 09h1min0s,26.585,368.0,
63,11/22/22 09h2min0s,26.585,1536.0,
64,11/22/22 09h3min0s,26.683,1664.0,
65,11/22/22 09h4min0s,26.585,448.0,
66,11/22/22 09h5min0s,26.585,480.0,
67,11/22/22 09h6min0s,26.488,608.0,
68,11/22/22 09h7min0s,26.488,1216.0,
69,11/22/22 09h8min0s,26.488,480.0,
70,11/22/22 09h9min0s,26.488,480.0,
71,11/22/22 09h10min0s,26.488,400.0,
72,11/22/22 09h11min0s,26.390,480.0,
73,11/22/22 09h12min0s,26.488,480.0,
74,11/22/22 09h13min0s,26.390,704.0,
75,11/22/22 09h14min0s,26.390,480.0,
76,11/22/22 09h15min0s,26.488,1152.0,
77,11/22/22 09h16min0s,26.488,1024.0,
78,11/22/22 09h17min0s,26.488,1152.0,
79,11/22/22 09h18min0s,26.585,1152.0,
80,11/22/22 09h19min0s,26.585,1344.0,
81,11/22/22 09h20min0s,26.683,1664.0,
82,11/22/22 09h21min0s,26.683,1920.0,
83,11/22/22 09h22min0s,26.683,608.0,
84,11/22/22 09h23min0s,26.683,768.0,
85,11/22/22 09h24min0s,26.585,896.0,
86,11/22/22 09h25min0s,26.585,512.0,
87,11/22/22 09h26min0s,26.585,480.0,
88,11/22/22 09h27min0s,26.488,496.0,
89,11/22/22 09h28min0s,26.488,464.0,
90,11/22/22 09h29min0s,26.488,512.0,
91,11/22/22 09h30min0s,26.488,768.0,
92,11/22/22 09h31min0s,26.488,576.0,
93,11/22/22 09h32min0s,26.488,1280.0,
94,11/22/22 09h33min0s,26.488,464.0,
95,11/22/22 09h34min0s,26.488,480.0,
96,11/22/22 09h35min0s,26.488,464.0,
97,11/22/22 09h36min0s,26.488,768.0,
98,11/22/22 09h37min0s,26.488,960.0,
99,11/22/22 09h38min0s,26.488,768.0,
100,11/22/22 09h39min0s,26.488,480.0,
101,11/22/22 09h40min0s,26.488,480.0,
102,11/22/22 09h41min0s,26.488,464.0,
103,11/22/22 09h42min0s,26.390,336.0,
104,11/22/22 09h43min0s,26.390,672.0,
105,11/22/22 09h44min0s,26.488,800.0,
106,11/22/22 09h45min0s,26.488,480.0,
107,11/22/22 09h46min0s,26.488,384.0,
108,11/22/22 09h47min0s,26.390,1152.0,
109,11/22/22 09h48min0s,26.488,704.0,
110,11/22/22 09h49min0s,26.488,1088.0,
111,11/22/22 09h50min0s,26.488,416.0,
112,11/22/22 09h51min0s,26.488,464.0,
113,11/22/22 09h52min0s,26.488,672.0,
114,11/22/22 09h53min0s,26.488,768.0,
115,11/22/22 09h54min0s,26.488,512.0,
116,11/22/22 09h55min0s,26.488,704.0,
117,11/22/22 09h56min0s,26.488,672.0,
118,11/22/22 09h57min0s,26.488,704.0,
119,11/22/22 09h58min0s,26.488,704.0,
120,11/22/22 09h59min0s,26.488,800.0,
121,11/22/22 10h0min0s,26.488,864.0,
122,11/22/22 10h1min0s,26.585,1856.0,
123,11/22/22 10h2min0s,26.683,1792.0,
124,11/22/22 10h3min0s,26.585,1216.0,
125,11/22/22 10h4min0s,26.585,1472.0,
126,11/22/22 10h5min0s,26.585,496.0,
127,11/22/22 10h6min0s,26.585,512.0,
128,11/22/22 10h7min0s,26.585,672.0,
129,11/22/22 10h8min0s,26.585,896.0,
130,11/22/22 10h9min0s,26.585,768.0,
131,11/22/22 10h10min0s,26.585,448.0,
132,11/22/22 10h11min0s,26.585,432.0,
133,11/22/22 10h12min0s,26.585,672.0,
134,11/22/22 10h13min0s,26.585,864.0,
135,11/22/22 10h14min0s,26.585,768.0,
136,11/22/22 10h15min0s,26.585,480.0,
137,11/22/22 10h16min0s,26.585,960.0,
138,11/22/22 10h17min0s,26.585,1216.0,
139,11/22/22 10h18min0s,26.683,1728.0,
140,11/22/22 10h19min0s,26.781,1856.0,
141,11/22/22 10h20min0s,26.781,100.0,
142,11/22/22 10h21min0s,26.585,118.0,
143,11/22/22 10h22min0s,26.488,113.0,
144,11/22/22 10h23min0s,26.390,108.0,
145,11/22/22 10h24min0s,26.390,136.0,
146,11/22/22 10h25min0s,26.292,46.0,
147,11/22/22 10h26min0s,26.292,34.0,
148,11/22/22 10h27min0s,26.195,13.0,
149,11/22/22 10h28min0s,26.195,0.0,
150,11/22/22 10h29min0s,26.195,0.0,
151,11/22/22 10h30min0s,26.195,0.0,
152,11/22/22 10h31min0s,26.097,0.0,
153,11/22/22 10h32min0s,26.097,0.0,
154,11/22/22 10h33min0s,26.097,0.0,
155,11/22/22 10h34min0s,26.097,0.0,
156,11/22/22 10h35min0s,26.097,0.0,
157,11/22/22 10h36min0s,26.097,0.0,
158,11/22/22 10h37min0s,26.097,0.0,
159,11/22/22 10h38min0s,26.097,0.0,
160,11/22/22 10h39min0s,26.097,0.0,
161,11/22/22 10h40min0s,26.097,0.0,
162,11/22/22 10h41min0s,26.097,0.0,
163,11/22/22 10h42min0s,26.097,0.0,
164,11/22/22 10h43min0s,26.097,0.0,
165,11/22/22 10h44min0s,26.097,0.0,
166,11/22/22 10h45min0s,26.097,0.0,
167,11/22/22 10h46min0s,26.195,0.0,
168,11/22/22 10h47min0s,26.097,0.0,
169,11/22/22 10h48min0s,26.195,0.0,
170,11/22/22 10h49min0s,26.195,0.0,
171,11/22/22 10h50min0s,26.195,0.0,
172,11/22/22 10h51min0s,26.195,0.0,
173,11/22/22 10h52min0s,26.195,0.0,
174,11/22/22 10h53min0s,26.195,0.0,
175,11/22/22 10h54min0s,26.195,0.0,
176,11/22/22 10h55min0s,26.195,0.0,
177,11/22/22 10h56min0s,26.195,0.0,
178,11/22/22 10h57min0s,26.195,0.0,
179,11/22/22 10h58min0s,26.195,0.0,
180,11/22/22 10h59min0s,26.195,0.0,
181,11/22/22 11h0min0s,26.195,0.0,
182,11/22/22 11h1min0s,26.195,0.0,
183,11/22/22 11h2min0s,26.195,0.0,
184,11/22/22 11h3min0s,26.195,0.0,
185,11/22/22 11h4min0s,26.195,0.0,
186,11/22/22 11h5min0s,26.195,0.0,
187,11/22/22 11h6min0s,26.195,0.0,
188,11/22/22 11h7min0s,26.195,0.0,
189,11/22/22 11h8min0s,26.097,0.0,
190,11/22/22 11h9min0s,26.195,0.0,
191,11/22/22 11h10min0s,26.097,0.0,
192,11/22/22 11h11min0s,26.097,0.0,
193,11/22/22 11h12min0s,26.195,0.0,
194,11/22/22 11h13min0s,26.097,0.0,
195,11/22/22 11h14min0s,26.097,0.0,
196,11/22/22 11h15min0s,26.097,0.0,
197,11/22/22 11h16min0s,26.097,0.0,
198,11/22/22 11h17min0s,26.195,0.0,
199,11/22/22 11h18min0s,26.097,0.0,
200,11/22/22 11h19min0s,26.097,0.0,
201,11/22/22 11h20min0s,26.097,0.0,
202,11/22/22 11h21min0s,26.097,0.0,
203,11/22/22 11h22min0s,26.097,0.0,
204,11/22/22 11h23min0s,26.097,0.0,
205,11/22/22 11h24min0s,26.097,0.0,
206,11/22/22 11h25min0s,26.097,0.0,
207,11/22/22 11h26min0s,26.097,0.0,
208,11/22/22 11h27min0s,26.097,0.0,
209,11/22/22 11h28min0s,26.097,0.0,
210,11/22/22 11h29min0s,26.097,0.0,
211,11/22/22 11h30min0s,26.195,0.0,
212,11/22/22 11h31min0s,26.195,0.0,
213,11/22/22 11h32min0s,26.195,0.0,
214,11/22/22 11h33min0s,26.195,0.0,
215,11/22/22 11h34min0s,26.195,0.0,
216,11/22/22 11h35min0s,26.195,0.0,
217,11/22/22 11h36min0s,26.195,0.0,
218,11/22/22 11h37min0s,26.195,0.0,
219,11/22/22 11h38min0s,26.195,0.0,
220,11/22/22 11h39min0s,26.195,0.0,
221,11/22/22 11h40min0s,26.195,0.0,
222,11/22/22 11h41min0s,26.195,0.0,
223,11/22/22 11h42min0s,26.195,0.0,
224,11/22/22 11h43min0s,26.195,0.0,
225,11/22/22 11h44min0s,26.195,0.0,
226,11/22/22 11h45min0s,26.195,0.0,
227,11/22/22 11h46min0s,26.195,0.0,
228,11/22/22 11h47min0s,26.195,0.0,
229,11/22/22 11h48min0s,26.195,0.0,
230,11/22/22 11h49min0s,26.195,0.0,
231,11/22/22 11h50min0s,26.195,0.0,
232,11/22/22 11h51min0s,26.195,0.0,
233,11/22/22 11h52min0s,26.195,0.0,
234,11/22/22 11h53min0s,26.195,0.0,
235,11/22/22 11h54min0s,26.195,0.0,
236,11/22/22 11h55min0s,26.195,0.0,
237,11/22/22 11h56min0s,26.195,0.0,
238,11/22/22 11h57min0s,26.195,0.0,
239,11/22/22 11h58min0s,26.195,0.0,
240,11/22/22 11h59min0s,26.195,0.0,
241,11/22/22 12h0min0s,26.195,0.0,
242,11/22/22 12h1min0s,26.195,0.0,
243,11/22/22 12h2min0s,26.195,0.0,
244,11/22/22 12h3min0s,26.195,0.0,
245,11/22/22 12h4min0s,26.195,0.0,
246,11/22/22 12h5min0s,26.195,0.0,
247,11/22/22 12h6min0s,26.195,0.0,
248,11/22/22 12h7min0s,26.195,0.0,
249,11/22/22 12h8min0s,26.195,0.0,
250,11/22/22 12h9min0s,26.195,0.0,
251,11/22/22 12h10min0s,26.097,0.0,
252,11/22/22 12h11min0s,26.097,0.0,
253,11/22/22 12h12min0s,26.097,0.0,
254,11/22/22 12h13min0s,26.097,0.0,
255,11/22/22 12h14min0s,26.097,0.0,
256,11/22/22 12h15min0s,26.097,0.0,
257,11/22/22 12h16min0s,26.097,0.0,
258,11/22/22 12h17min0s,26.097,0.0,
259,11/22/22 12h18min0s,26.097,0.0,
260,11/22/22 12h19min0s,26.097,0.0,
261,11/22/22 12h20min0s,26.097,0.0,
262,11/22/22 12h21min0s,26.097,0.0,
263,11/22/22 12h22min0s,26.097,0.0,
264,11/22/22 12h23min0s,26.097,10.0,
265,11/22/22 12h24min0s,26.000,12.0,
266,11/22/22 12h25min0s,25.902,168.0,
267,11/22/22 12h26min0s,25.902,176.0,
268,11/22/22 12h27min0s,25.805,192.0,
269,11/22/22 12h28min0s,26.097,480.0,
270,11/22/22 12h29min0s,26.390,480.0,
271,11/22/22 12h30min0s,26.488,480.0,
272,11/22/22 12h31min0s,26.683,480.0,
273,11/22/22 12h32min0s,26.781,480.0,
274,11/22/22 12h33min0s,26.781,2.0,
275,11/22/22 12h34min0s,26.781,0.0,
276,11/22/22 12h35min0s,26.879,1.0,
277,11/22/22 12h36min0s,26.879,1.0,
278,11/22/22 12h37min0s,26.879,1.0,
279,11/22/22 12h38min0s,26.879,0.0,
280,11/22/22 12h39min0s,26.879,0.0,
281,11/22/22 12h40min0s,27.173,0.0,
282,11/22/22 12h41min0s,27.173,0.0,
283,11/22/22 12h42min0s,27.173,32.0,
284,11/22/22 12h43min0s,27.173,44.0,
285,11/22/22 12h44min0s,27.272,45.0,
286,11/22/22 12h45min0s,27.272,43.0,
287,11/22/22 12h46min0s,27.370,41.0,
288,11/22/22 12h47min0s,27.370,46.0,
289,11/22/22 12h48min0s,27.468,49.0,
290,11/22/22 12h49min0s,27.567,48.0,
291,11/22/22 12h50min0s,27.567,46.0,
292,11/22/22 12h51min0s,27.665,46.0,
293,11/22/22 12h52min0s,27.764,42.0,
294,11/22/22 12h53min0s,27.764,40.0,
295,11/22/22 12h54min0s,27.862,38.0,
296,11/22/22 12h55min0s,27.862,39.0,
297,11/22/22 12h56min0s,27.961,44.0,
298,11/22/22 12h57min0s,27.961,46.0,
299,11/22/22 12h58min0s,27.961,53.0,
300,11/22/22 12h59min0s,28.060,54.0,
301,11/22/22 01h0min0s,28.060,52.0,
302,11/22/22 01h1min0s,28.159,48.0,
303,11/22/22 01h2min0s,28.258,49.0,
304,11/22/22 01h3min0s,28.258,50.0,
305,11/22/22 01h4min0s,28.357,46.0,
306,11/22/22 01h5min0s,28.456,49.0,
307,11/22/22 01h6min0s,28.456,44.0,
308,11/22/22 01h7min0s,28.555,40.0,
309,11/22/22 01h8min0s,28.655,41.0,
310,11/22/22 01h9min0s,28.655,48.0,
311,11/22/22 01h10min0s,28.754,48.0,
312,11/22/22 01h11min0s,28.853,41.0,
313,11/22/22 01h12min0s,28.853,34.0,
314,11/22/22 01h13min0s,28.953,29.0,
315,11/22/22 01h14min0s,28.953,24.0,
316,11/22/22 01h15min0s,28.953,24.0,
317,11/22/22 01h16min0s,28.953,24.0,
318,11/22/22 01h17min0s,28.953,23.0,
319,11/22/22 01h18min0s,28.953,22.0,
320,11/22/22 01h19min0s,28.953,21.0,
321,11/22/22 01h20min0s,29.152,512.0,
322,11/22/22 01h21min0s,29.053,208.0,
323,11/22/22 01h22min0s,29.152,512.0,
324,11/22/22 01h23min0s,29.552,336.0,
325,11/22/22 01h24min0s,29.752,288.0,
326,11/22/22 01h25min0s,29.953,272.0,
327,11/22/22 01h26min0s,30.255,272.0,
328,11/22/22 01h27min0s,30.457,352.0,
329,11/22/22 01h28min0s,30.659,81.0,
330,11/22/22 01h29min0s,30.862,304.0,
331,11/22/22 01h30min0s,30.963,50.0,
332,11/22/22 01h31min0s,30.963,52.0,
333,11/22/22 01h32min0s,30.963,55.0,
334,11/22/22 01h33min0s,30.963,45.0,
335,11/22/22 01h34min0s,31.064,71.0,
336,11/22/22 01h35min0s,31.166,73.0,
337,11/22/22 01h36min0s,31.268,82.0,
338,11/22/22 01h37min0s,31.472,79.0,
339,11/22/22 01h38min0s,31.574,58.0,
340,11/22/22 01h39min0s,31.574,62.0,
341,11/22/22 01h40min0s,31.574,11.0,
342,11/22/22 01h41min0s,31.472,88.0,
343,11/22/22 01h42min0s,31.370,35.0,
344,11/22/22 01h43min0s,31.268,29.0,
345,11/22/22 01h44min0s,31.064,32.0,
346,11/22/22 01h45min0s,30.963,34.0,
347,11/22/22 01h46min0s,30.963,47.0,
348,11/22/22 01h47min0s,30.963,160.0,
349,11/22/22 01h48min0s,30.862,16.0,
350,11/22/22 01h49min0s,30.862,13.0,
351,11/22/22 01h50min0s,30.862,19.0,
352,11/22/22 01h51min0s,30.862,18.0,
353,11/22/22 01h52min0s,30.862,16.0,
354,11/22/22 01h53min0s,30.963,20.0,
355,11/22/22 01h54min0s,31.166,2.0,
356,11/22/22 01h55min0s,31.064,0.0,
357,11/22/22 01h56min0s,31.064,14.0,
358,11/22/22 01h57min0s,31.166,22.0,
359,11/22/22 01h58min0s,31.166,22.0,
360,11/22/22 01h59min0s,31.166,23.0,
361,11/22/22 02h0min0s,31.064,24.0,
362,11/22/22 02h1min0s,31.370,216.0,
363,11/22/22 02h2min0s,31.676,20.0,
364,11/22/22 02h3min0s,31.676,12.0,
365,11/22/22 02h4min0s,31.472,22.0,
366,11/22/22 02h5min0s,31.370,6.0,
367,11/22/22 02h6min0s,31.166,24.0,
368,11/22/22 02h7min0s,31.064,7.0,
369,11/22/22 02h8min0s,30.862,10.0,
370,11/22/22 02h9min0s,30.760,19.0,
371,11/22/22 02h10min0s,30.659,16.0,
372,11/22/22 02h11min0s,30.558,17.0,
373,11/22/22 02h12min0s,30.356,8.0,
374,11/22/22 02h13min0s,30.255,6.0,
375,11/22/22 02h14min0s,30.457,200.0,
376,11/22/22 02h15min0s,30.558,144.0,
377,11/22/22 02h16min0s,30.558,16.0,
378,11/22/22 02h17min0s,30.760,78.0,
379,11/22/22 02h18min0s,30.862,240.0,
380,11/22/22 02h19min0s,30.963,3.0,
381,11/22/22 02h20min0s,30.659,10.0,
382,11/22/22 02h21min0s,30.558,9.0,
383,11/22/22 02h22min0s,30.457,10.0,
384,11/22/22 02h23min0s,30.356,9.0,
385,11/22/22 02h24min0s,30.054,11.0,
386,11/22/22 02h25min0s,29.752,11.0,
387,11/22/22 02h26min0s,29.552,10.0,
388,11/22/22 02h27min0s,29.352,10.0,
389,11/22/22 02h28min0s,29.053,10.0,
390,11/22/22 02h29min0s,28.853,10.0,
391,11/22/22 02h30min0s,28.655,10.0,
392,11/22/22 02h31min0s,28.456,10.0,
393,11/22/22 02h32min0s,28.258,10.0,
394,11/22/22 02h33min0s,28.159,10.0,
395,11/22/22 02h34min0s,28.060,10.0,
396,11/22/22 02h35min0s,27.961,10.0,
397,11/22/22 02h36min0s,27.862,10.0,
398,11/22/22 02h37min0s,27.764,10.0,
399,11/22/22 02h38min0s,27.665,10.0,
400,11/22/22 02h39min0s,27.665,10.0,
401,11/22/22 02h40min0s,27.567,10.0,
402,11/22/22 02h41min0s,27.468,6.0,
403,11/22/22 02h42min0s,27.370,8.0,
404,11/22/22 02h43min0s,27.370,8.0,
405,11/22/22 02h44min0s,27.272,8.0,
406,11/22/22 02h45min0s,27.272,8.0,
407,11/22/22 02h46min0s,27.173,8.0,
408,11/22/22 02h47min0s,27.173,7.0,
409,11/22/22 02h48min0s,27.173,8.0,
410,11/22/22 02h49min0s,27.173,7.0,
411,11/22/22 02h50min0s,27.075,7.0,
412,11/22/22 02h51min0s,27.075,7.0,
413,11/22/22 02h52min0s,27.075,7.0,
414,11/22/22 02h53min0s,27.075,7.0,
415,11/22/22 02h54min0s,27.075,8.0,
416,11/22/22 02h55min0s,27.075,7.0,
417,11/22/22 02h56min0s,27.075,7.0,
418,11/22/22 02h57min0s,26.977,6.0,
419,11/22/22 02h58min0s,27.075,4.0,
420,11/22/22 02h59min0s,27.075,5.0,
421,11/22/22 03h0min0s,27.075,5.0,
422,11/22/22 03h1min0s,27.075,5.0,
423,11/22/22 03h2min0s,27.075,5.0,
424,11/22/22 03h3min0s,27.075,5.0,
425,11/22/22 03h4min0s,27.075,5.0,
426,11/22/22 03h5min0s,27.075,5.0,
427,11/22/22 03h6min0s,27.075,4.0,
428,11/22/22 03h7min0s,27.075,28.0,
429,11/22/22 03h8min0s,27.075,15.0,
430,11/22/22 03h9min0s,27.075,15.0,
431,11/22/22 03h10min0s,27.075,14.0,
432,11/22/22 03h11min0s,27.075,15.0,
433,11/22/22 03h12min0s,27.075,13.0,
434,11/22/22 03h13min0s,27.075,15.0,
435,11/22/22 03h14min0s,27.173,15.0,
436,11/22/22 03h15min0s,27.075,15.0,
437,11/22/22 03h16min0s,27.173,14.0,
438,11/22/22 03h17min0s,27.075,13.0,
439,11/22/22 03h18min0s,27.173,14.0,
440,11/22/22 03h19min0s,27.075,14.0,
441,11/22/22 03h20min0s,27.075,14.0,
442,11/22/22 03h21min0s,27.075,14.0,
443,11/22/22 03h22min0s,27.075,14.0,
444,11/22/22 03h23min0s,27.075,13.0,
445,11/22/22 03h24min0s,27.075,13.0,
446,11/22/22 03h25min0s,27.075,13.0,
447,11/22/22 03h26min0s,27.075,13.0,
448,11/22/22 03h27min0s,27.075,13.0,
449,11/22/22 03h28min0s,27.075,13.0,
450,11/22/22 03h29min0s,26.977,13.0,
451,11/22/22 03h30min0s,26.977,12.0,
452,11/22/22 03h31min0s,26.977,12.0,
453,11/22/22 03h32min0s,26.977,12.0,
454,11/22/22 03h33min0s,26.977,12.0,
455,11/22/22 03h34min0s,26.977,9.0,
456,11/22/22 03h35min0s,26.977,10.0,
457,11/22/22 03h36min0s,26.977,11.0,
458,11/22/22 03h37min0s,26.977,11.0,
459,11/22/22 03h38min0s,26.977,2.0,
460,11/22/22 03h39min0s,26.879,11.0,
461,11/22/22 03h40min0s,26.879,10.0,
462,11/22/22 03h41min0s,26.879,10.0,
463,11/22/22 03h42min0s,26.879,10.0,
464,11/22/22 03h43min0s,26.879,11.0,
465,11/22/22 03h44min0s,26.879,6.0,
466,11/22/22 03h45min0s,26.879,11.0,
467,11/22/22 03h46min0s,26.879,11.0,
468,11/22/22 03h47min0s,26.879,11.0,
469,11/22/22 03h48min0s,26.879,11.0,
470,11/22/22 03h49min0s,26.879,10.0,
471,11/22/22 03h50min0s,26.879,10.0,
472,11/22/22 03h51min0s,26.879,10.0,
473,11/22/22 03h52min0s,26.879,10.0,
474,11/22/22 03h53min0s,26.879,10.0,
475,11/22/22 03h54min0s,26.879,3.0,
476,11/22/22 03h55min0s,26.879,11.0,
477,11/22/22 03h56min0s,26.879,11.0,
478,11/22/22 03h57min0s,26.879,10.0,
479,11/22/22 03h58min0s,26.879,10.0,
480,11/22/22 03h59min0s,26.781,10.0,
481,11/22/22 04h0min0s,26.781,10.0,
482,11/22/22 04h1min0s,26.781,7.0,
483,11/22/22 04h2min0s,26.781,10.0,
484,11/22/22 04h3min0s,26.879,10.0,
485,11/22/22 04h4min0s,26.781,10.0,
486,11/22/22 04h5min0s,26.781,9.0,
487,11/22/22 04h6min0s,26.781,10.0,
488,11/22/22 04h7min0s,26.781,9.0,
489,11/22/22 04h8min0s,26.781,9.0,
490,11/22/22 04h9min0s,26.781,9.0,
491,11/22/22 04h10min0s,26.781,9.0,
492,11/22/22 04h11min0s,26.781,9.0,
493,11/22/22 04h12min0s,26.781,9.0,
494,11/22/22 04h13min0s,26.781,8.0,
495,11/22/22 04h14min0s,26.781,8.0,
496,11/22/22 04h15min0s,26.781,9.0,
497,11/22/22 04h16min0s,26.781,8.0,
498,11/22/22 04h17min0s,26.781,8.0,
499,11/22/22 04h18min0s,26.781,8.0,
500,11/22/22 04h19min0s,26.781,8.0,
501,11/22/22 04h20min0s,26.781,8.0,
502,11/22/22 04h21min0s,26.781,8.0,
503,11/22/22 04h22min0s,26.683,8.0,
504,11/22/22 04h23min0s,26.683,8.0,
505,11/22/22 04h24min0s,26.683,8.0,
506,11/22/22 04h25min0s,26.683,6.0,
507,11/22/22 04h26min0s,26.781,9.0,
508,11/22/22 04h27min0s,26.781,2.0,
509,11/22/22 04h28min0s,26.683,8.0,
510,11/22/22 04h29min0s,26.781,8.0,
511,11/22/22 04h30min0s,26.683,8.0,
512,11/22/22 04h31min0s,26.683,6.0,
513,11/22/22 04h32min0s,26.683,8.0,
514,11/22/22 04h33min0s,26.683,8.0,
515,11/22/22 04h34min0s,26.683,8.0,
516,11/22/22 04h35min0s,26.683,8.0,
517,11/22/22 04h36min0s,26.683,8.0,
518,11/22/22 04h37min0s,26.683,8.0,
519,11/22/22 04h38min0s,26.683,8.0,
520,11/22/22 04h39min0s,26.683,8.0,
521,11/22/22 04h40min0s,26.683,8.0,
522,11/22/22 04h41min0s,26.683,8.0,
523,11/22/22 04h42min0s,26.683,9.0,
524,11/22/22 04h43min0s,26.683,8.0,
525,11/22/22 04h44min0s,26.683,9.0,
526,11/22/22 04h45min0s,26.683,7.0,
527,11/22/22 04h46min0s,26.683,4.0,
528,11/22/22 04h47min0s,26.683,9.0,
529,11/22/22 04h48min0s,26.683,9.0,
530,11/22/22 04h49min0s,26.683,9.0,
531,11/22/22 04h50min0s,26.683,9.0,
532,11/22/22 04h51min0s,26.683,9.0,
533,11/22/22 04h52min0s,26.683,9.0,
534,11/22/22 04h53min0s,26.683,9.0,
535,11/22/22 04h54min0s,26.683,8.0,
536,11/22/22 04h55min0s,26.683,8.0,
537,11/22/22 04h56min0s,26.683,8.0,
538,11/22/22 04h57min0s,26.683,8.0,
539,11/22/22 04h58min0s,26.683,8.0,
540,11/22/22 04h59min0s,26.683,8.0,
541,11/22/22 05h0min0s,26.683,8.0,
542,11/22/22 05h1min0s,26.683,8.0,
543,11/22/22 05h2min0s,26.683,8.0,
544,11/22/22 05h3min0s,26.683,8.0,
545,11/22/22 05h4min0s,26.683,9.0,
546,11/22/22 05h5min0s,26.683,9.0,
547,11/22/22 05h6min0s,26.683,7.0,
548,11/22/22 05h7min0s,26.683,3.0,
549,11/22/22 05h8min0s,26.585,5.0,
550,11/22/22 05h9min0s,26.683,6.0,
551,11/22/22 05h10min0s,26.683,7.0,
552,11/22/22 05h11min0s,26.585,8.0,
553,11/22/22 05h12min0s,26.585,9.0,
554,11/22/22 05h13min0s,26.585,8.0,
555,11/22/22 05h14min0s,26.585,10.0,
556,11/22/22 05h15min0s,26.585,10.0,
557,11/22/22 05h16min0s,26.585,5.0,
558,11/22/22 05h17min0s,26.585,10.0,
559,11/22/22 05h18min0s,26.585,8.0,
560,11/22/22 05h19min0s,26.585,3.0,
561,11/22/22 05h20min0s,26.585,2.0,
562,11/22/22 05h21min0s,26.585,3.0,
563,11/22/22 05h22min0s,26.585,4.0,
564,11/22/22 05h23min0s,26.585,3.0,
565,11/22/22 05h24min0s,26.585,2.0,
566,11/22/22 05h25min0s,26.585,3.0,
567,11/22/22 05h26min0s,26.585,10.0,
568,11/22/22 05h27min0s,26.585,6.0,
569,11/22/22 05h28min0s,26.585,4.0,
570,11/22/22 05h29min0s,26.585,7.0,
571,11/22/22 05h30min0s,26.585,5.0,
572,11/22/22 05h31min0s,26.585,3.0,
573,11/22/22 05h32min0s,26.585,7.0,
574,11/22/22 05h33min0s,26.585,4.0,
575,11/22/22 05h34min0s,26.585,2.0,
576,11/22/22 05h35min0s,26.488,2.0,
